,English Paragraph,Chinese Paragraph
315,the Management Regulations of the Fund; ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
316,the Administration Agreement; ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
317,the Distribution Agreement; ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
318,"the Transfer Agency Agreement between the Management Company and the Transfer Agent relating to each of the 
Portfolios; ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
319,the latest published annual and semi-annual reports and audited accounts of the Fund;  ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
320,the Agreement appointing the Hong Kong Representative to act as such;  ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
321,the investment restrictions under the UCITS regulations under which the Fund is currently being managed; ,"(16) 本傘子基金訂立的交易不得涉及商品、商品合約或代表銷售
品或銷售品權的證券，在本文意義內商品包括貴重金屬，但
本傘子基金可以購買及出售以商品作抵押的證券，以及買賣
投資於商品或從事商品交易的公司證券，也可訂立商品指數
衍生工具交易合約，惟此等金融指數須符合二零零八年二月
八日大公國條例第 9 條就《二零一零年法律》的某些定義所
規限的標準以及二零零八年二月十九日盧森堡金融業監管委
員會（CSSF）08/339 號公告就歐洲證券管理機構委員會（
CESR）有關 UCITS 合格投資資產指引所規限的標準；及 "
322,the UCITS Risk Management Statement with respect to the use of financial derivative instruments; and ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
323,the list of authorized dealers of the Fund. ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
324,- 20 - ,"-  目標基金本身並無投資於基金； 
-  擬購入的目標基金可將不多於 10%的資產投資於其他基"
325,AB FCP I ,"AB  FCP  I 乃根據盧森堡大公國法例組建及根據《二零一零年法
律》第 I 部分登記的互惠投資基金，作為其證券的非法團合資經
營 。本 傘 子 基 金 已 於 盧 森 堡 商 業 公 司 註 冊 處( Registre  de 
Commerce et des Sociétés of Luxembourg)登記，登記號碼為 K 
217。根據 UCITS 指令第 1(2)條的定義，本傘子基金取得 UCITS
的資格。管理公司根據本傘子基金的管理條例（不時修訂）並為
股東的利益而管理本傘子基金。請見「附加資料－管理條例」。
本傘子基金的資產（包括各基金的資產）與管理公司的資產分開。
本文所述由本傘子基金或基金實施的一切行動，均由管理公司或
其代理人代表本傘子基金或有關基金實施。 "
326,31 MARCH 2023 ,"本傘子基金和每一基金的財政年結日為每年的  8  月  31  日。包含經審計財務報表的本傘子基金年報將在財
政年度結束後的四個月內發表。本傘子基金將在半年度期結束後的兩個月內發表半年度未經審計財務報
告。該等報告可瀏覽www.alliancebernstein.com.hk查閱。此外，年報及中期報告的印刷本可於香港代表
主要辦事處免費索取。財務報告可供查閱時將知會香港投資者。本傘子基金的經審核年報及未經審核中期
報告將僅以英文發出。 "
327,>  Dynamic Diversified Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
328,>  Global Equity Blend Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
329,>  Short Duration Bond Portfolio  ,>  亞洲（日本以外）股票基金  >  美元收益基金 
330,>  Emerging Markets Growth Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
331,>  Global High Yield Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
332,> ,>  全方位領航基金 
333,>  American Income Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
334,>  Japan Strategic Value Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
335,>  European Income Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
336,>  China Low Volatility Equity Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
337,>  Emerging Markets Debt Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
338,>  Mortgage Income Portfolio ,>  亞洲（日本以外）股票基金  >  美元收益基金 
339,"The Fund is a mutual investment fund (fonds commun de placement) organized under the laws of the Grand Duchy of Luxembourg. 
AllianceBernstein and the AB logo are registered trademarks and service marks used by permission of the owner, AllianceBernstein L.P. ","聯博是根據盧森堡大公國法律組成的互惠投資基金 (fonds commun de placement)，法定名稱為AB FCP I
（「本傘子基金」）。購買指示僅可在2023年3月31日刊發的本傘子基金認購章程（「認購章程」）以及
此份致香港投資者補充資料說明（本「香港補充資料」）的基礎上獲得接納。上述兩份文件共同組成本傘
子基金在中華人民共和國香港特別行政區（「香港」）銷售本傘子基金股份的發售文件（「香港發售文
件」）。 "
340,"If you are in any doubt about the contents of this offering 
document, you should seek independent professional 
financial advice.  Prospective investors should inform 
themselves as to the legal requirements, exchange control 
regulations and tax consequences within the countries of 
their residence and domicile for the acquisition, holding or 
disposal of shares and any foreign exchange restrictions that 
may be relevant to them.  Shares that are acquired by 
persons not entitled under the Management Regulations to 
hold them may be redeemed by the Management Company 
on behalf of the Fund at the current Net Asset Value. 
Subscriptions can be made on the basis of this document 
and the KIDs, which shall be updated by the latest available 
annual report of the Fund containing its audited accounts, 
and by the latest semi-annual report, if later than such annual 
report.  Copies of such reports may be requested from an 
authorized financial advisor or at the registered office of the 
Management Company. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
341,"The Shares referred to in this document are offered solely on 
the basis of the information contained herein and in the 
reports and documents referred to herein.  In connection with 
the offer made hereby, no person is authorized to give any 
information or to make any representations other than those 
contained herein or in the documents referred to herein.  If 
given or made, such information or representations must not 
be relied upon as having been authorized by the Fund, the 
Management Company or the Distributor and any purchase 
made by any person on the basis of statements or 
representations which are not contained in or which are 
inconsistent with the information contained herein or in the 
documents referred to herein shall be solely at the risk of the 
purchaser. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
342,"All references herein to (i) “Dollar” and to “$” are to the U.S. 
Dollar, (ii) “Euro” and “€” are to the Euro, (iii) “GBP” and “£” 
are to the Great Britain Pound Sterling, (iv) “SGD” or “S$” are 
to the Singapore Dollar, (v) “HKD” and “HK$” are to the Hong 
Kong Dollar, (vi) “AUD” and “A$” are to the Australian Dollar, 
(vii) “Yen” or “¥” are to the Japan Yen, (viii) “CAD” and “C$” 
are to the Canadian Dollar, (ix) “NZD” or “NZ$” are to the 
New Zealand Dollar, (x) “CHF” is to Swiss Franc, (xi) “ZAR” is 
to South African Rand, (xii) “RMB” refers to offshore RMB 
(“CNH”) and not onshore RMB known as CNY, (xiii) “CZK” 
are to the Czech Koruna, (xiv) “PLN” are to the Polish Zloty 
and (xv) “BRL” are to Brazilian Real.  ","(i)  該 等 交 易 的 對 手 方 必 須 受 盧 森 堡 金 融 業 監 管 委 員 會         
（CSSF）認為等同於歐洲共同體法律所規定標準的審慎
監督。各對手方乃基於以下綜合準則選擇：監管狀況、當
地法律所提供的保障、操作程序及信譽分析，包括審閱可
得的信貸息差及／或外界信貸評級； "
343,"None of the Shares has been or will be registered under 
the U.S. Securities Act of 1933, as amended, and the 
Shares may not be offered, sold, transferred or delivered, 
directly or indirectly, in the United States (as defined in 
the glossary of defined terms) or to any U.S. Person (as 
defined in the glossary of defined terms).  The Fund has 
not been registered under the U.S. Investment Company 
Act of 1940, as amended. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
